Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Round
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,62508,64880,Round 2
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,73390,73390,Round 2
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,29706,30169,Round 2
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,33764,33764,Round 2
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,33805,35024,Round 2
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),62028,63181,Round 2
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,124925,124925,Round 2
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),307349,307349,Round 2
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,41658,41658,Round 2
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,22283,22569,Round 2
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,24541,24541,Round 2
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),44908,44908,Round 2
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,25850,25850,Round 2
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,50760,50760,Round 2
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,26232,27227,Round 2
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,29327,29465,Round 2
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,30731,31994,Round 2
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),64054,64054,Round 2
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,77458,80684,Round 2
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,100147,100147,Round 2
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,219282,219282,Round 2
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,39642,40989,Round 2
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),65759,67233,Round 2
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,45519,47500,Round 2
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,47235,48158,Round 2
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),79893,89664,Round 2
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,152341,152341,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,83300,85722,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),131854,131854,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,75150,79801,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),129594,129740,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Gender-Neutral,158422,160276,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Female-only (including Supernumerary),241631,241631,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,69327,73902,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),110239,124636,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,85859,90745,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),132773,132773,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,79938,84484,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),134379,139653,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,195261,195261,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),227151,227151,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,283410,283410,Round 2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),362856,362856,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,79031,86125,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),125342,125342,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,78313,84719,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),125764,135642,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Gender-Neutral,115020,115020,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Female-only (including Supernumerary),154402,154402,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,73035,78106,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),111673,119870,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,87065,93965,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),133389,133389,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,84792,88135,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),139039,153428,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,205698,205698,Round 2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),357934,357934,Round 2
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),51623,51623,Round 2
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,30183,30183,Round 2
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,35247,37107,Round 2
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),64442,64442,Round 2
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,110048,110048,Round 2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,53572,55299,Round 2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,53922,55111,Round 2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),99572,99572,Round 2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Female-only (including Supernumerary),154217,174743,Round 2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,49897,51310,Round 2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),69898,71830,Round 2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,56045,57176,Round 2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),93837,93837,Round 2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,58135,60217,Round 2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),100931,110606,Round 2
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,43853,43853,Round 2
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,43344,43564,Round 2
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,45628,47060,Round 2
